iter	Passed	Remaining
830	1871	3309
831	1874	3306
832	1876	3304
833	1878	3302
834	1880	3300
835	1883	3298
836	1885	3295
837	1888	3293
838	1890	3291
839	1892	3289
840	1894	3287
841	1897	3285
842	1899	3283
843	1902	3281
844	1904	3279
845	1906	3276
846	1908	3273
847	1910	3271
848	1913	3269
849	1915	3267
850	1917	3265
851	1919	3262
852	1921	3260
853	1924	3257
854	1926	3255
855	1928	3253
856	1930	3251
857	1932	3248
858	1934	3246
859	1937	3243
860	1939	3241
861	1941	3238
862	1943	3236
863	1945	3234
864	1948	3231
865	1950	3229
866	1952	3226
867	1954	3224
868	1956	3222
869	1958	3219
870	1961	3217
871	1963	3215
872	1965	3212
873	1967	3210
874	1969	3208
875	1972	3205
876	1974	3203
877	1977	3202
878	1979	3200
879	1981	3198
880	1984	3195
881	1986	3193
882	1989	3192
883	1991	3189
884	1993	3187
885	1995	3184
886	1997	3182
887	2000	3180
888	2002	3178
889	2005	3176
890	2007	3174
891	2009	3172
892	2011	3169
893	2014	3167
894	2016	3166
895	2018	3163
896	2021	3161
897	2023	3158
898	2025	3156
899	2027	3154
900	2029	3151
901	2032	3149
902	2034	3146
903	2036	3144
904	2038	3142
905	2040	3139
906	2042	3137
907	2045	3135
908	2047	3132
909	2049	3130
910	2051	3128
911	2053	3125
912	2056	3123
913	2058	3121
914	2060	3118
915	2062	3116
916	2065	3114
917	2067	3112
918	2069	3109
919	2071	3107
920	2073	3105
921	2076	3102
922	2078	3100
923	2080	3097
924	2082	3095
925	2084	3093
926	2086	3090
927	2088	3088
928	2090	3085
929	2093	3083
930	2095	3081
931	2097	3079
932	2099	3076
933	2101	3074
934	2104	3071
935	2106	3069
936	2108	3066
937	2110	3064
938	2112	3062
939	2114	3059
940	2116	3057
941	2119	3054
942	2121	3052
943	2123	3050
944	2125	3048
945	2128	3046
946	2130	3043
947	2132	3041
948	2134	3039
949	2136	3036
950	2139	3034
951	2141	3032
952	2143	3030
953	2146	3027
954	2148	3025
955	2150	3023
956	2152	3021
957	2154	3018
958	2157	3016
959	2159	3014
960	2161	3011
961	2163	3009
962	2165	3007
963	2168	3005
964	2170	3002
965	2173	3001
966	2175	2998
967	2177	2996
968	2180	2994
969	2182	2992
970	2184	2990
971	2186	2987
972	2189	2985
973	2191	2983
974	2193	2981
975	2196	2979
976	2198	2976
977	2200	2974
978	2203	2972
979	2205	2970
980	2207	2968
981	2210	2966
982	2212	2963
983	2214	2961
984	2216	2959
985	2218	2956
986	2221	2954
987	2223	2952
988	2225	2950
989	2227	2947
990	2229	2945
991	2232	2943
992	2234	2941
993	2236	2938
994	2238	2936
995	2241	2934
996	2243	2931
997	2245	2929
998	2247	2927
999	2250	2925
1000	2252	2922
1001	2254	2920
1002	2256	2918
1003	2258	2915
1004	2260	2913
1005	2262	2910
1006	2264	2908
1007	2266	2905
1008	2268	2902
1009	2270	2900
1010	2272	2897
1011	2274	2895
1012	2276	2892
1013	2278	2890
1014	2280	2887
1015	2282	2884
1016	2284	2882
1017	2286	2879
1018	2288	2877
1019	2290	2874
1020	2292	2872
1021	2294	2869
1022	2297	2867
1023	2299	2864
1024	2301	2862
1025	2303	2860
1026	2305	2857
1027	2307	2855
1028	2309	2853
1029	2311	2850
1030	2313	2847
1031	2316	2845
1032	2318	2843
1033	2320	2841
1034	2322	2838
1035	2324	2836
1036	2326	2834
1037	2329	2831
1038	2331	2829
1039	2333	2827
1040	2335	2825
1041	2338	2822
1042	2340	2820
1043	2342	2817
1044	2344	2815
1045	2346	2813
1046	2348	2811
1047	2351	2808
1048	2353	2806
1049	2355	2803
1050	2357	2801
1051	2359	2798
1052	2361	2796
1053	2363	2794
1054	2366	2792
1055	2368	2790
1056	2370	2787
1057	2372	2785
1058	2374	2782
1059	2377	2781
1060	2379	2778
1061	2381	2776
1062	2383	2774
1063	2385	2771
1064	2387	2769
1065	2390	2766
1066	2392	2764
1067	2394	2762
1068	2397	2760
1069	2399	2758
1070	2401	2755
1071	2403	2753
1072	2405	2751
1073	2408	2749
1074	2410	2746
1075	2412	2744
1076	2415	2742
1077	2417	2740
1078	2419	2737
1079	2421	2735
1080	2423	2733
1081	2425	2730
1082	2427	2728
1083	2430	2725
1084	2432	2723
1085	2434	2721
1086	2436	2718
1087	2438	2716
1088	2440	2713
1089	2442	2711
1090	2444	2708
1091	2446	2706
1092	2448	2703
1093	2450	2701
1094	2452	2699
1095	2454	2696
1096	2456	2694
1097	2458	2691
1098	2460	2689
1099	2462	2686
1100	2464	2684
1101	2467	2681
1102	2469	2679
1103	2471	2677
1104	2473	2674
1105	2475	2672
1106	2477	2670
1107	2479	2667
1108	2482	2665
1109	2484	2663
1110	2486	2661
1111	2488	2658
1112	2490	2656
1113	2492	2654
1114	2495	2651
1115	2497	2649
1116	2499	2647
1117	2501	2644
1118	2503	2642
1119	2505	2639
1120	2507	2637
1121	2509	2634
1122	2511	2632
1123	2513	2630
1124	2515	2627
1125	2517	2625
1126	2519	2622
1127	2521	2620
1128	2523	2617
1129	2526	2615
1130	2528	2612
1131	2530	2610
1132	2532	2608
1133	2534	2606
1134	2536	2603
1135	2538	2601
1136	2540	2598
1137	2542	2596
1138	2544	2593
1139	2546	2591
1140	2549	2589
1141	2551	2586
1142	2553	2584
1143	2555	2581
1144	2557	2579
1145	2559	2577
1146	2561	2574
1147	2563	2572
1148	2565	2570
1149	2567	2567
1150	2570	2565
1151	2572	2563
1152	2574	2560
1153	2576	2558
1154	2578	2556
1155	2580	2553
1156	2582	2551
1157	2584	2548
1158	2586	2546
1159	2588	2544
1160	2591	2542
1161	2593	2539
1162	2595	2537
1163	2597	2535
1164	2599	2532
1165	2602	2530
1166	2604	2528
1167	2607	2526
1168	2609	2524
1169	2611	2522
1170	2613	2519
1171	2615	2517
1172	2618	2515
1173	2620	2513
1174	2622	2511
1175	2625	2509
1176	2627	2507
1177	2629	2504
1178	2631	2502
1179	2634	2500
1180	2636	2498
1181	2639	2496
1182	2641	2494
1183	2643	2491
1184	2645	2489
1185	2647	2487
1186	2649	2484
1187	2651	2482
1188	2654	2480
1189	2656	2477
1190	2658	2475
1191	2660	2473
1192	2662	2470
1193	2665	2468
1194	2667	2466
1195	2669	2463
1196	2671	2461
1197	2673	2459
1198	2675	2456
1199	2677	2454
1200	2679	2452
1201	2681	2449
1202	2684	2447
1203	2686	2445
1204	2688	2442
1205	2690	2440
1206	2692	2438
1207	2694	2436
1208	2696	2433
1209	2698	2431
1210	2700	2428
1211	2703	2426
1212	2704	2423
1213	2707	2421
1214	2709	2419
1215	2711	2417
1216	2713	2414
1217	2715	2412
1218	2717	2410
1219	2719	2407
1220	2721	2405
1221	2724	2403
1222	2726	2400
1223	2728	2398
1224	2730	2396
1225	2732	2394
1226	2735	2391
1227	2737	2389
1228	2739	2387
1229	2741	2384
1230	2743	2382
1231	2745	2379
1232	2747	2377
1233	2749	2375
1234	2751	2372
1235	2753	2370
1236	2756	2368
1237	2758	2366
1238	2761	2364
1239	2763	2362
1240	2765	2359
1241	2767	2357
1242	2769	2355
1243	2771	2352
1244	2773	2350
1245	2775	2348
1246	2777	2345
1247	2779	2343
1248	2782	2341
1249	2784	2338
1250	2786	2336
1251	2788	2334
1252	2790	2332
1253	2793	2329
1254	2795	2327
1255	2797	2325
1256	2799	2323
1257	2802	2320
1258	2803	2318
1259	2805	2316
1260	2808	2313
1261	2810	2311
1262	2812	2308
1263	2814	2306
1264	2816	2304
1265	2818	2301
1266	2820	2299
1267	2822	2297
1268	2824	2294
1269	2826	2292
1270	2828	2290
1271	2830	2287
1272	2832	2285
1273	2834	2283
1274	2836	2280
1275	2839	2278
1276	2841	2275
1277	2843	2273
1278	2845	2271
1279	2847	2268
1280	2849	2266
1281	2851	2264
1282	2853	2261
1283	2855	2259
1284	2857	2257
1285	2859	2254
1286	2861	2252
1287	2863	2250
1288	2865	2247
1289	2868	2245
1290	2870	2243
1291	2872	2240
1292	2874	2238
1293	2876	2235
1294	2878	2233
1295	2880	2231
1296	2882	2228
1297	2884	2226
1298	2886	2224
1299	2888	2221
1300	2890	2219
1301	2892	2217
1302	2894	2214
1303	2896	2212
1304	2898	2209
1305	2900	2207
1306	2902	2205
1307	2904	2202
1308	2906	2200
1309	2908	2197
1310	2910	2195
1311	2912	2193
1312	2914	2190
1313	2916	2188
1314	2918	2186
1315	2920	2183
1316	2923	2181
1317	2925	2179
1318	2927	2177
1319	2929	2175
1320	2932	2173
1321	2934	2171
1322	2937	2168
1323	2939	2166
1324	2942	2164
1325	2944	2163
1326	2947	2161
1327	2950	2159
1328	2953	2157
1329	2955	2155
1330	2958	2153
1331	2960	2151
1332	2962	2149
1333	2965	2147
1334	2967	2145
1335	2970	2143
1336	2972	2141
1337	2975	2139
1338	2977	2137
1339	2980	2135
1340	2983	2133
1341	2985	2131
1342	2988	2129
1343	2991	2127
1344	2993	2125
1345	2996	2123
1346	2999	2121
1347	3001	2119
1348	3004	2117
1349	3007	2116
1350	3009	2113
1351	3012	2112
1352	3014	2109
1353	3016	2107
1354	3018	2105
1355	3021	2103
1356	3023	2101
1357	3026	2099
1358	3028	2097
1359	3031	2094
1360	3033	2092
1361	3035	2090
1362	3037	2088
1363	3040	2086
1364	3042	2084
1365	3044	2081
1366	3047	2079
1367	3049	2077
1368	3051	2075
1369	3054	2073
1370	3056	2071
1371	3058	2068
1372	3060	2066
1373	3063	2064
1374	3065	2062
1375	3067	2060
1376	3070	2057
1377	3072	2056
1378	3075	2054
1379	3078	2052
1380	3080	2050
1381	3083	2048
1382	3085	2046
1383	3088	2044
1384	3091	2042
1385	3093	2040
1386	3096	2038
1387	3099	2036
1388	3101	2034
1389	3103	2032
1390	3106	2029
1391	3108	2027
1392	3111	2025
1393	3113	2023
1394	3115	2021
1395	3117	2019
1396	3120	2016
1397	3122	2014
1398	3125	2012
1399	3127	2010
1400	3129	2008
1401	3131	2006
1402	3134	2003
1403	3136	2001
1404	3138	1999
1405	3140	1996
1406	3142	1994
1407	3145	1992
1408	3147	1990
1409	3149	1988
1410	3152	1985
1411	3154	1983
1412	3156	1981
1413	3158	1979
1414	3161	1977
1415	3163	1974
1416	3165	1972
1417	3168	1970
1418	3170	1968
1419	3172	1966
1420	3174	1963
1421	3177	1961
1422	3179	1959
1423	3182	1957
1424	3184	1955
1425	3186	1953
1426	3189	1951
1427	3192	1949
1428	3195	1947
1429	3197	1945
1430	3199	1943
1431	3202	1941
1432	3204	1938
1433	3207	1936
1434	3209	1934
1435	3211	1932
1436	3213	1930
1437	3216	1928
1438	3218	1925
1439	3221	1923
1440	3223	1921
1441	3225	1919
1442	3227	1917
1443	3230	1914
1444	3232	1912
1445	3234	1910
1446	3237	1908
1447	3240	1906
1448	3242	1904
1449	3245	1902
1450	3247	1900
1451	3249	1898
1452	3252	1896
1453	3255	1893
1454	3257	1891
1455	3260	1889
1456	3263	1888
1457	3265	1886
1458	3268	1884
1459	3270	1881
1460	3273	1879
1461	3275	1877
1462	3278	1875
1463	3280	1873
1464	3283	1871
1465	3286	1869
1466	3288	1867
1467	3291	1865
1468	3293	1863
1469	3296	1861
1470	3299	1859
1471	3301	1857
1472	3304	1855
1473	3307	1853
1474	3309	1851
1475	3312	1849
1476	3314	1846
1477	3316	1844
1478	3319	1842
1479	3321	1840
1480	3323	1838
1481	3326	1836
1482	3329	1834
1483	3331	1831
1484	3333	1829
1485	3336	1827
1486	3338	1825
1487	3341	1823
1488	3343	1821
1489	3345	1818
1490	3348	1816
1491	3350	1814
1492	3352	1812
1493	3354	1809
1494	3357	1807
1495	3359	1805
1496	3361	1803
1497	3363	1800
1498	3365	1798
1499	3368	1796
1500	3370	1794
1501	3372	1791
1502	3375	1789
1503	3377	1787
1504	3379	1785
1505	3381	1783
